% Country: India
% City: Mohali
% City (ASCII): Mohali
% Region: Punjab
% Region (ASCII): Punjab
% Population: 123484
% Latitude: 30.68
% Longitude: 76.7221
% Time Zone: Asia/Kolkata
% Year, Month, Day, UTC Hour, PM2.5, PM10_mask, Retrospective
2016	3	3	8	74.9	0.00	0
2016	3	3	9	74.6	0.00	0
2016	3	3	10	72.0	0.00	0
2016	3	3	11	68.4	0.00	0
2016	3	3	12	61.7	0.00	0
2016	3	3	13	62.3	0.00	0
2016	3	3	14	65.4	0.00	0
2016	3	3	15	65.0	0.00	0
2016	3	3	16	48.2	0.00	0
2016	3	3	17	46.9	0.00	0
2016	3	3	19	43.7	0.00	0
2016	3	3	20	61.4	0.00	0
2016	3	3	21	61.6	0.00	0
2016	3	3	22	59.5	0.00	0
2016	3	3	23	63.0	0.00	0
2016	3	4	0	44.5	0.00	0
2016	3	4	1	28.1	0.00	0
2016	3	4	2	37.9	0.00	0
2016	3	4	3	23.2	0.00	0
2016	3	4	4	17.8	0.00	0
2016	3	4	5	27.7	0.00	0
2016	3	4	6	22.0	0.00	0
2016	3	4	7	32.2	0.00	0
2016	3	4	8	41.8	0.00	0
2016	3	4	9	49.4	0.00	0
2016	3	4	10	54.1	0.00	0
2016	3	4	11	39.8	0.00	0
2016	3	4	12	48.4	0.00	0
2016	3	4	13	46.4	0.00	0
2016	3	4	14	48.9	0.00	0
2016	3	4	15	45.7	0.00	0
2016	3	4	16	59.8	0.00	0
2016	3	4	17	46.7	0.00	0
2016	3	4	18	46.5	0.00	0
2016	3	4	19	53.7	0.00	0
2016	3	4	20	56.0	0.00	0
2016	3	4	21	84.6	0.00	0
2016	3	4	22	63.6	0.00	0
2016	3	4	23	56.2	0.00	0
2016	3	5	0	46.7	0.00	0
2016	3	5	1	38.4	0.00	0
2016	3	8	23	65.0	0.00	0
2016	3	9	0	56.0	0.00	0
2016	3	9	1	60.4	0.00	0
2016	3	9	2	44.9	0.00	0
2016	3	9	3	31.9	0.00	0
2016	3	9	4	27.0	0.00	0
2016	3	9	5	31.4	0.00	0
2016	3	9	6	86.3	0.00	0
2016	3	9	7	93.4	0.00	0
2016	3	9	8	110.0	0.00	0
2016	3	9	9	108.7	0.00	0
2016	3	9	10	106.0	0.00	0
2016	3	9	11	108.9	0.00	0
2016	3	9	12	114.9	0.00	0
2016	3	9	13	108.6	0.00	0
2016	3	9	14	103.7	0.00	0
2016	3	9	15	80.0	0.00	0
2016	3	9	16	66.2	0.00	0
2016	3	9	17	52.3	0.00	0
2016	3	9	18	59.3	0.00	0
2016	3	9	19	66.1	0.00	0
2016	3	9	20	62.2	0.00	0
2016	3	9	21	54.3	0.00	0
2016	3	10	2	24.4	0.00	0
2016	3	10	3	44.6	0.00	0
2016	3	10	4	37.0	0.00	0
2016	3	10	5	43.3	0.00	0
2016	3	10	6	51.5	0.00	0
2016	3	10	7	52.2	0.00	0
2016	3	10	8	59.4	0.00	0
2016	3	10	9	59.0	0.00	0
2016	3	10	10	52.3	0.00	0
2016	3	10	11	52.2	0.00	0
2016	3	10	12	53.1	0.00	0
2016	3	10	13	35.8	0.00	0
2016	3	10	14	37.1	0.00	0
2016	3	10	15	30.2	0.00	0
2016	3	10	16	32.4	0.00	0
2016	3	10	17	27.0	0.00	0
2016	3	10	18	31.9	0.00	0
2016	3	10	19	42.0	0.00	0
2016	3	10	20	64.5	0.00	0
2016	3	10	21	67.3	0.00	0
2016	3	10	22	87.7	0.00	0
2016	3	10	23	56.5	0.00	0
2016	3	11	0	53.1	0.00	0
2016	3	11	1	36.7	0.00	0
2016	3	11	2	32.8	0.00	0
2016	3	11	3	33.8	0.00	0
2016	3	11	4	28.0	0.00	0
